id,host_id
9794077,23698012
9794251,50475515
9794364,8546088
9794402,17490821
9794825,18998261
9795890,23372553
9795958,4205782
9796155,34202667
9796737,41003664
9797293,5474579
9797510,50490104
9798242,22247089
9800247,36585734
9802654,4050348
9804243,2330750
9804299,3285138
9804368,48705835
9804516,49347242
9804814,10487850
9804849,12996782
9805128,50520029
9805274,2329581
9806373,50523735
9806634,4765305
9806799,30283594
9807059,50526314
9807758,16098958
9808151,30223110
9808637,10316525
9808859,16098958
9809458,3829864
9809784,3976298
9809911,50537550
9810235,50539403
9810271,50539477
9810506,50540315
9810696,50541121
9811274,16003028
9813364,13275669
9818465,24554945
9819018,49861582
9819164,17557243
9819437,1106592
9819545,22159648
9819589,2290932
9820053,22440410
9820308,50583919
9820483,50584770
9820533,4400935
9820968,16352538
9821359,50588693
9821370,50588394
9821408,1010435
9822032,50591230
9822110,23914377
9822635,50593630
9822738,50593964
9822983,4119786
9823085,46256682
9823636,25153542
9823806,18195071
9824042,24175837
9824463,50600973
9824613,50601765
9824682,19103161
9824807,1583768
9825420,1570949
9825939,9055412
9826062,28768715
9826081,5385509
9826494,18215000
9826628,820010
9826822,15312389
9827236,25752230
9827941,15163256
9828004,15163256
9831392,49453860
9832827,50638417
9832882,50640005
9833212,15584022
9833953,45911716
9835402,47785416
9835950,2409133
9836020,33908393
9836642,50656310
9836940,10664416
9836960,38064272
9837205,16209547
9837588,46080859
9838053,48939879
9838145,5904463
9838585,18982207
9838832,1426080
9838920,12745771
9839017,3510997
9839263,3250450
9839378,5657756
9839532,11303788
9839906,14018666
9840355,3242525
9841191,25131945
9841695,50678424
9842117,50638417
9842363,50680790
9842492,50681342
9842780,145616
9843277,4210456
9843634,3820569
9843884,50686888
9843892,92272
9843956,50687223
9844047,29241227
9844161,44791860
9844482,9523962
9844509,23806994
9844805,1761447
9844892,50690190
9845284,1134635
9845314,2580352
9846114,20271650
9846616,21269488
9847917,7511881
9851704,12871485
9853674,16098958
9853884,50727041
9853919,7033731
9854420,33889947
9855028,30283594
9855043,5259567
9855273,30283594
9855566,43943644
9855876,18282
9856683,3709185
9856995,50729557
9857249,8033291
9857658,6355999
9857920,29941633
9857967,1433657
9858259,50451849
9858642,30283594
9858645,7611383
9859181,10237786
9859888,50750250
9860190,30283594
9860571,24120303
9860670,30283594
9860948,30283594
9861196,30283594
9861323,50755667
9861747,3965200
9861797,5559432
9862199,32787246
9862831,50761842
9862872,50762019
9862913,7532013
9863097,18900298
9863626,11402864
9864121,39322
9864137,3011547
9864199,38795245
9864749,50769650
9864900,50770601
9864926,50770601
9865262,50772475
9865344,50772718
9865374,13757674
9865506,26920640
9865901,109879
9866039,314008
9866779,50680795
9867629,8013847
9872904,29111960
9874042,4498059
9874418,7410082
9874710,30283594
9875791,14811787
9875822,36830075
9876335,37401126
9876492,22967540
9876971,1869332
9877776,48059119
9879167,1090021
9879216,5229579
9879235,50831724
9879556,30283594
9879796,30283594
9880049,30283594
9880140,3460956
9880294,2569188
9880495,30283594
9880664,21222224
9880673,30283594
9880827,30283594
9881195,5913612
9881339,23500650
9881516,50839249
9881685,30283594
9882012,5229579
9882147,7408257
9882254,50068597
9882271,4483467
9882440,30283594
9883197,50846116
9883768,21966105
9883870,22962853
9884175,8936829
9884237,16177882
9884516,47653056
9884725,17108566
9885430,40302046
9885501,1762558
9885815,42453789
9885866,37306329
9886034,50857647
9886606,221266
9886735,17023017
9887326,33499326
9887681,8119817
9887763,31534322
9888174,56326
9894602,10456845
9894741,1418854
9894820,50894847
9895587,31534322
9896731,50448556
9897418,49120239
9898107,50760546
9898409,40709140
9898894,19529891
9899132,9995094
9899499,10836122
9899970,2574856
9900100,34991003
9900120,50914877
9900224,3879284
9900885,1345812
9901423,34991003
9901546,914972
9901614,6567286
9901706,1904415
9902123,50904121
9902263,2350080
9902314,35407948
9902343,5325431
9902915,50448556
9902932,6079156
9903132,50925964
9904386,10396448
9904570,3631872
9905142,15869370
9905474,246710
9906178,11940121
9906415,50939666
9906768,7655328
9907257,50943387
9908067,15381858
9908400,29505367
9910133,17131739
9911887,1999466
9915508,14537404
9915643,33021531
9916371,66286
9917384,50988308
9918524,24919557
9918963,50994782
9919042,50997070
9919518,22954228
9919728,50997424
9920191,6896056
9920363,50997424
9920607,15445809
9920626,36054372
9920941,11546043
9921366,51002691
9921802,19844147
9922513,49964890
9922753,51009239
9923319,3400687
9923485,5879729
9923887,17646340
9924665,26714887
9925100,29413554
9925373,10799035
9925507,2955215
9925760,51021121
9926058,46887682
9926377,1455309
9926520,432318
9926599,16616941
9926792,6161265
9926917,51027744
9926940,30283911
9927400,22414947
9927666,23599716
9928024,27371503
9928031,22553147
9928644,10677584
9931841,61042
9933667,31222791
9934510,2670322
9934696,51006349
9935095,51024536
9935509,12838834
9935737,51024536
9935888,28565101
9935894,19242683
9935949,1504702
9935992,30283594
9936109,970003
9936805,2239025
9937307,17543924
9937333,1714427
9937434,13169974
9937547,30283594
9937558,50760546
9937667,50760546
9938066,50760546
9938208,50760546
9938594,45928403
9938746,1968682
9939029,5417308
9940253,51087754
9940337,14314420
9940966,51088203
9941890,793833
9943111,51099309
9943258,20765208
9943427,26444500
9943776,37441611
9943876,19758408
9944013,50615055
9944320,19878684
9944415,47060168
9944426,51105827
9944710,51108205
9944808,23193
9944860,663517
9945127,14521821
9945496,12574877
9945515,8515724
9950923,51137245
9952636,820010
9953403,2361525
9953443,3598016
9953924,1397160
9954585,201232
9955143,40597585
9955765,10677584
9955886,16568093
9956834,18999923
9956933,10338497
9957205,3358001
9957535,50735735
9958322,31534322
9958442,10558287
9958558,51171909
9959328,51176545
9959880,29871124
9960135,42741722
9965305,887115
9966717,51216049
9967218,7461203
9967360,51219881
9968223,23599716
9968402,6172959
9969559,3859737
9969565,51230222
9969773,39695769
9970462,28336810
9970995,24332919
9971730,31068253
9973134,7614268
9973211,51248093
9973600,3778297
9973654,50928025
9973680,33876689
9973900,11095923
9975425,4844390
9975682,11069084
9976190,46976876
9976264,51262617
9976536,4829216
9976820,6608183
9976986,15523549
9977113,8595112
9977283,929983
9977322,12573771
9978426,5904463
9978606,5904463
9978664,34010790
9978722,5904463
9979094,51278789
9979270,6837486
9979707,936114
9984143,51300628
9985852,310458
9987456,45832664
9987543,9148721
9988233,404692
9988434,3694186
9989616,10702860
9989842,5445371
9990026,51327044
9990200,4878363
9990448,21216008
9990560,8013847
9991265,2974643
9991319,7367006
9992479,51337085
9992525,34874378
9992743,19131159
9992903,431884
9994304,47022650
9994765,35082637
9995077,51348096
9995163,12877954
9995513,51349952
9995719,16222762
9995725,2703735
9996144,9212402
9996642,50865592
9996793,311286
9996830,51356178
9996946,19109608
9997006,50695071
9997433,51358854
9997449,23863809
9997702,5123299
9997980,8302904
9998091,22735666
9998154,32993860
9998296,36865981
9998688,51364562
9998898,9108035
9998930,36279810
9999220,51367478
9999252,2880824
9999351,51368588
9999939,51371360
10000070,51372003
10000470,51374331
10000943,6891770
10001022,27078779
10002428,5885714
10008615,3841035
10008874,4409832
10009737,4513827
10010012,43014167
10010845,49903913
10011009,8936313
10011086,22257525
10011763,24190730
10011850,50760546
10012292,51422606
10012372,51422338
10012551,14910665
10013355,6570788
10013750,20222376
10014783,51430742
10015137,51433399
10015195,50760546
10015258,5041830
10015340,51434460
10016124,50760546
10016343,50760546
10016353,16664377
10016503,50760546
10016601,50760546
10016832,50760546
10017050,45483124
10017087,50760546
10017099,51439873
10017170,50760546
10017359,36638599
10017458,50760546
10017561,50760546
10017871,7217937
10017920,13507716
10018549,1909320
10018550,27952234
10018963,48487386
10019023,50368837
10019312,44216429
10019335,48818023
10019508,51095356
10020060,51450214
10020815,564585
10021301,12227689
10021499,48446355
10021643,44118283
10021680,51458776
10021707,11275734
10021820,7655328
10022144,10770088
10022956,50539477
10022997,4628519
10023629,13056751
10023653,7581707
10030753,51496578
10030920,38204730
10031336,21801127
10031436,51499758
10031678,46540057
10031902,51501835
10031933,8343891
10032285,20884486
10032487,51504193
10032495,2830735
10032560,39945901
10033868,51501835
10034090,7763913
10034187,47554473
10034364,1653404
10034493,10970798
10034709,51513260
10034817,51501835
10035023,28640162
10035098,51513795
10035471,47554473
10035706,51517754
10035920,51502398
10035950,50520440
10036313,35890377
10036394,583269
10036516,51520983
10037605,24225915
10037631,51525788
10037800,1558222
10038170,47554473
10038410,47554473
10038633,19049309
10038693,47554473
10038695,16260491
10038776,51531044
10038823,48681257
10039238,41316877
10039250,36577517
10039579,7727013
10039992,19912320
10040649,12435489
10040717,9059810
10041002,7503132
10041376,51542781
10041531,50007401
10041589,49535506
10043064,51552511
10043483,10737943
10043942,51556615
10046083,1523549
10049335,5065719
10049711,2784447
10049766,35083661
10050536,47554473
10050847,51584665
10052289,49522403
10052587,47554473
10052674,5769728
10053943,2697686
10053993,25821059
10054040,13203690
10054480,16179625
10054708,707992
10054892,7271269
10054894,280883
10055149,18198859
10055548,14852867
10055872,51605949
10055925,47554473
10056245,25866647
10056541,10807649
10057826,47554473
10057854,51614806
10058942,12245536
10058944,9050420
10059344,11068351
10059699,51623576
10065056,36905682
10065831,51652888
10066875,50760546
10067083,22217087
10067199,47472192
10067809,9294273
10067924,36866768
10067936,51662642
10068269,51664119
10068386,49905246
10068693,16591072
10069174,2436599
10069376,13358864
10069586,5391472
10069601,13358864
10069720,1522922
10069964,12616662
10070145,8820573
10070235,51525183
10070294,27915373
10070350,39765154
10070663,51674579
10070693,51651427
10071188,15065559
10071225,40532707
10071232,6050369
10071464,51678353
10072022,31281230
10072678,50687547
10072750,51684417
10073940,51688993
10073995,1737876
10074308,51690846
10076836,28504839
10078736,51716739
10080979,51728257
10082057,51734800
10083580,22068394
10083682,51742426
10083881,51743699
10083973,3870120
10084380,5882165
10085449,51749922
10085478,47554473
10086029,2072706
10086307,13792543
10087575,2144034
10087874,28840058
10088464,51764491
10088612,216227
10088636,216227
10089333,16684382
10089727,51772392
10090735,6772290
10091829,42332704
10096352,12485770
10096515,12485770
10096707,51813565
10096773,34607505
10096788,51813748
10098890,1822420
10098921,50678424
10099080,7375144
10099517,16869971
10099859,51829088
10100121,51830532
10100241,23215098
10100474,3582774
10100512,271073
10100799,9250639
10101013,6866192
10101097,5073789
10101135,47621202
10101148,51680319
10101358,51835429
10101765,51838759
10101791,51839283
10102206,33480709
10102792,8832880
10103745,2350144
10104123,51850937
10104130,51851212
10104806,11095923
10105110,27341303
10105477,1428501
10105606,51857384
10106530,8511553
10106768,16139880
10113787,51902072
10114830,49871658
10115137,47351539
10115193,29923547
10115542,16682678
10115781,10221694
10115792,48784045
10116081,51913270
10116220,51913826
10116351,8869875
10116619,17794202
10116734,30370192
10117223,18782603
10117624,12190846
10117636,48535457
10118660,51913826
10118847,6388652
10119376,51913826
10120021,51844270
10120414,33231070
10122449,24347
10123090,51948055
10124343,51954926
10124372,51940393
10125213,15109029
10125955,18139498
10126128,43128266
10127534,24673896
10130342,51954926
10130925,51991283
10130963,51991283
10131082,51991283
10132356,21247379
10133128,16272340
10133195,15640532
10133350,52004369
10133534,6606618
10134285,566660
10134298,2017504
10134546,51991283
10134557,6753765
10135104,14439022
10136508,17653796
10136634,11615226
10136994,4946655
10137048,52022983
10138349,10474877
10138784,52031360
10138870,52031473
10138996,52031734
10142056,23772724
10142499,38260715
10143705,31698014
10144140,9153601
10148201,502563
10148581,290094
10148955,7342535
10149393,5461672
10149453,12485770
10153654,52112891
10154138,23419527
10154444,1260413
10154702,9369977
10154762,37626481
10155003,47554473
10156290,342734
10156314,52127857
10156441,28105866
10156574,4023912
10157256,28722501
10157977,173218
10158141,50760546
10160215,2787
10161361,2995352
10162752,25169027
10163240,41535999
10163617,4273661
10163936,27537912
10165064,39603281
10165181,47554473
10165313,47554473
10165410,30658746
10165663,52183960
10166820,486147
10166883,35215309
10166986,14461742
10167436,8515724
10167860,21430239
10171782,37256833
10172621,52228249
10173750,24840827
10174245,7940120
10174662,40640586
10175187,52243765
10175678,10590489
10176552,15312592
10177726,12378834
10182058,41326856
10184162,50466143
10185955,14785032
10185960,42487547
10186192,37312959
10186787,10855721
10186876,20992861
10187402,52320213
10191601,26111326
10192564,52320041
10192593,1589909
10192898,7108710
10193343,15891234
10193392,16869971
10199699,16978120
10200715,569864
10201295,1519189
10202835,37561828
10204682,4821374
10205011,43192686
10205130,52430092
10206990,16098958
10207267,16098958
10207451,50549394
10207629,16098958
10207847,16098958
10208954,52445657
10209278,52454608
10209973,9532490
10210556,52342677
10211452,20086355
10212685,42413378
10212862,2109282
10222008,52526463
10224557,287634
10224832,10590166
10224998,51991283
10226511,52551507
10228901,32824042
10229075,9504403
10229444,24884472
10230403,52573647
10230429,52539349
10231294,52577963
10231620,29452204
10232344,52584471
10232553,389899
10233048,14064072
10233196,51169036
10233244,11554193
10233563,4227531
10233905,14590096
10234090,52577563
10234232,21094081
10234437,655234
10235422,52604429
10241876,39126862
10242095,4209540
10243895,5162192
10244467,18652590
10244876,52656488
10245677,52661714
10246056,52663715
10246479,22693737
10246816,22663500
10247766,52674088
10247799,2348712
10249075,36494040
10249886,50914821
10250433,21147839
10251082,14084903
10251768,19927798
10252499,2782391
10252921,52705961
10253159,10721093
10253315,27431753
10253377,8885753
10257476,5903619
10262473,11904916
10265988,6713072
10267242,2787
10267693,52793525
10268663,16098958
10268712,52799398
10268868,22543733
10270377,52601644
10270687,40895328
10271071,9346894
10271753,9346894
10272718,42278723
10273251,13187595
10276934,52756677
10277010,5610823
10279086,52862385
10280162,24411752
10280345,756173
10280355,17607084
10280439,23156396
10280549,756173
10281054,2238052
10282307,18272255
10283008,13345581
10283574,35518413
10289124,31919780
10291127,16098958
10292758,52950465
10293298,52954055
10297427,52978874
10297582,52973925
10298783,52981364
10301359,40826687
10307009,12518470
10308738,1250061
10310874,36753915
10311049,6057887
10314305,11095923
10314411,4393578
10316551,33213436
10318675,13031745
10319419,4685913
10319699,40501530
10322621,20193547
10329264,53153865
10332161,53169195
10332393,5744448
10334395,10197136
10336440,283636
10337217,15310997
10338696,50742613
10338839,53206623
10339291,53209258
10339835,3599608
10340695,53217509
10340705,53216788
10340745,8292025
10340849,5836431
10340994,50828435
10341003,53218990
10341262,23772724
10342448,53228755
10342806,48370755
10343320,21359759
10343542,13400096
10343638,17929902
10346503,1288080
10350120,53268392
10351249,53281880
10351593,53274087
10352280,18471568
10353094,53284346
10354038,22423634
10355146,3530446
10355806,28340799
10356093,2321360
10357730,16823940
10358093,3609048
10358108,53308963
10359702,53319402
10360144,16823940
10360180,53321966
10361885,53330133
10365373,8049682
10365516,30983216
10365991,17790870
10367220,5764600
10367884,724870
10368055,29466025
10368714,53369750
10369038,27673980
10369047,27673980
10371643,53387593
10377405,2983459
10377445,53412784
10381948,29741970
10382430,53445174
10383284,53411078
10383291,53450065
10385262,53462017
10386341,53468381
10386831,15895218
10386936,53471415
10387839,53477091
10388512,22959695
10390252,2581816
10390256,3078092
10390481,53492531
10390902,53495399
10393619,12258594
10401534,51309850
10403070,52657843
10403199,29065752
10403231,9870528
10403667,46714717
10403922,33213436
10405694,12306936
10405711,9679291
10405891,2360150
10407271,53582731
10407723,814747
10408285,3113491
10409669,35421139
10409905,8775113
10411679,15235299
10412006,53618094
10412649,36892974
10413474,53627366
10413492,51501835
10413576,53627900
10414065,525663
10417282,53652520
10423846,24796157
10425572,265152
10427351,16098958
10429094,6320146
10429566,52616278
10433284,5487321
10434806,51501835
10435733,5927655
10435862,9372363
10438662,53773419
10439129,4289557
10444139,344035
10445597,299236
10446429,11386786
10446926,53819985
10446989,344035
10447691,183151
10448095,11742675
10449807,2981910
10450820,1918272
10452249,49167739
10452541,3370169
10452737,6158370
10454844,53327491
10458099,53884572
10460113,16480700
10469388,32812120
10470258,53955282
10471763,778746
10472004,53966115
10473052,41832478
10473676,6385674
10473730,9383056
10474780,40312267
10475047,24094081
10476556,53717769
10476782,47573846
10477767,347475
10478114,52172297
10478482,9122037
10478526,16300728
10482237,16677326
10482409,16677326
10482554,16677326
10484019,1692144
10487548,587918
10488146,2355573
10488505,5162192
10489240,16782573
10489896,54074349
10489923,54074445
10490073,2503478
10491207,54081802
10491594,16782573
10497886,21820535
10498577,54123180
10499025,5829904
10500033,54130768
10500222,22364252
10500406,16572048
10502523,43392243
10509662,8255336
10512575,26584499
10512812,6429683
10512932,40861618
10513228,853118
10513499,54206554
10514166,48170471
10514203,3710888
10514879,4118478
10516610,54210823
10519216,54235059
10520825,54242258
10522830,1855214
10524082,54262760
10524365,48705078
10524983,49380531
10525616,14076423
10525911,41177070
10526335,13200818
10526745,54279433
10526930,54280519
10527142,54282449
10527274,54283244
10527546,14290739
10534018,17500155
10537651,2650644
10537769,54339185
10538353,7203997
10539341,54120025
10539491,54348871
10539779,54351163
10540337,54353888
10540383,40221604
10540910,53713798
10541080,36710280
10542066,51531044
10542174,10099253
10542347,30423241
10542658,2470568
10542679,18802626
10544239,16911296
10544439,54375099
10545027,54378184
10545815,4148248
10546254,54378184
10546363,18030603
10546568,8007003
10546606,13558726
10546729,1520623
10548768,54401446
10548910,52262589
10549650,25996073
10551015,880323
10551695,54422839
10553095,44547688
10554070,6650002
10560986,45531690
10561771,30356325
10562085,5769963
10562990,9932811
10563076,15105293
10563686,1258469
10564375,304651
10564483,17012496
10564616,51501835
10566341,17191693
10567332,22499760
10568208,17191693
10568646,48170471
10573225,54539364
10574818,54548232
10574909,1802807
10575777,25475028
10575811,14611780
10576172,5479882
10576212,5304248
10576404,10406845
10576498,1424084
10585031,48988714
10586622,14944507
10587891,32712155
10589384,1558246
10591658,14077910
10592839,4745560
10593675,2787
10595000,16919131
10595374,13731605
10596856,54675040
10600032,53894093
10605445,344035
10605897,13731605
10608951,43816209
10609249,1515120
10609963,5179817
10611168,51501835
10612067,24938988
10612199,54761069
10612564,54763152
10614204,13620283
10615883,4966907
10625484,4274594
10628495,5812675
10630048,9273561
10631201,37806185
10634636,697477
10635913,54908827
10636997,54917558
10637010,11160340
10637554,54921733
10647977,32298504
10648971,10489069
10650510,25104068
10651757,16098958
10656360,55036405
10657080,36199306
10657189,10571574
10658564,21229563
10658613,2645592
10659825,55060863
10660249,55062858
10666314,9466826
10671589,11375436
10672698,8136206
10674243,40733633
10674836,51238762
10675118,2199280
10675218,7556789
10676786,12672672
10676959,47121117
10677426,41474488
10679702,48415933
10679740,55165952
10680745,29882817
10681362,5075354
10681555,16098958
10681986,55179950
10682290,41494545
10682316,8655790
10682536,50296635
10684164,19227044
10684843,55197031
10685403,55201743
10685496,18192996
10686287,36998357
10686350,10558652
10686406,55207670
10686809,15927582
10686958,8784903
10692885,2541529
10695252,488202
10695321,55257448
10696159,55261821
10697652,55270457
10701027,345252
10702489,14796247
10702506,23778489
10702865,55300400
10704981,6716450
10708300,55334250
10709205,11774630
10709249,35761677
10709846,7822683
10710179,45085848
10719039,55395596
10723142,24981045
10724373,1913404
10724792,52950465
10725897,55433649
10729454,3139829
10729951,10954437
10730086,28546873
10731035,45033175
10731317,10525320
10731618,29880001
10731680,12133055
10732197,22774265
10732341,34040597
10732870,53224546
10733505,45005719
10741931,55532612
10746511,55558315
10747156,24489871
10748040,55567227
10751336,15546330
10752737,20358661
10753780,2423061
10753967,8794068
10755415,35301269
10755419,55617221
10755640,25514430
10755963,33859930
10765309,8851665
10765607,243427
10766309,13713796
10766339,9358748
10769752,51372003
10770836,55709707
10771369,55713233
10771754,47062311
10772141,55718379
10773150,55725808
10774325,3068641
10782718,55785222
10784650,48320077
10786240,55808233
10786987,55813598
10787042,16430584
10788568,55823684
10789121,329931
10789911,32003714
10790350,14171743
10792883,55853534
10798553,798949
10801094,11189753
10801474,55908144
10803759,18575991
10805767,11522679
10807749,45082547
10807838,55948559
10808086,15129374
10808493,6198203
10810807,5397742
10811465,6778614
10811548,19408191
10811681,6044561
10811875,768181
10812027,6126518
10812136,4827009
10812263,1639309
10812612,55982547
10812960,17052634
10813133,16326744
10822131,24304455
10824421,7911103
10824871,12485770
10826734,10295496
10827567,31411094
10827775,5075049
10828230,56066018
10829701,697990
10830083,56078939
10830815,2276842
10830834,56082757
10833173,1334808
10835801,12353168
10836260,17592675
10836805,56119624
10837039,2252514
10837800,43533460
10838084,3881467
10838743,56112494
10839007,56124518
10847901,38116129
10848827,34698196
10849166,39261381
10849426,56193545
10849750,185847
10850008,56197328
10850026,7594757
10851925,8573805
10853313,56214524
10853955,35494734
10855464,790177
10857454,36894011
10858150,14460656
10859700,53199312
10863225,47898830
10864440,20408271
10869804,56312532
10874577,43220844
10875244,56342651
10880196,617990
10880473,2478644
10881164,56376946
10881719,30410829
10882066,14585417
10883053,27360886
10885211,15651999
10886372,56410306
10886532,17646340
10886628,56412357
10886971,8261208
10887262,4343152
10887852,39754804
10888320,971075
10899004,836911
10901062,836911
10901255,605463
10902752,32265481
10903055,28378670
10904914,56514111
10909987,5429885
10919160,25498781
10919968,4497387
10921091,56607815
10921135,3411196
10922736,56616493
10922889,39528519
10924304,25461543
10925309,36081529
10925844,7364894
10926362,3576466
10928250,7650414
10930279,25044529
10937904,17601552
10938202,2455178
10938544,10583598
10939255,7501803
10939344,914838
10939710,9192860
10940559,56726605
10941762,56732131
10943209,52761277
10943915,56710089
10944845,56752163
10945632,56758927
10946644,18495460
10947986,56775169
10949554,20903132
10957871,56836468
10958463,21784104
10958668,4269459
10966240,56887361
10967026,4837798
10967300,7781522
10967749,834052
10972148,11559235
10974609,48573590
10978135,56754697
10980168,22858411
10980678,79339
10983426,56984176
10984202,23865843
10984999,22702361
10985093,56995315
10985169,825856
10985734,56998739
10987342,7903382
10988682,57015584
10990088,24361297
10992335,19000768
10994530,11501945
10995738,1755999
10995810,57055185
10996466,38794144
11003247,57097075
11005300,57107571
11006093,56498254
11006134,24625891
11007370,30283594
11008081,57122538
11009529,344035
11010008,57069872
11011567,22861935
11011759,38968716
11014346,53051331
11020169,57165692
11020841,57186170
11023993,27673980
11030761,57242530
11031059,44776542
11032588,6265305
11032957,57254931
11033476,57257971
11033590,16141222
11035889,57269448
11036071,57265004
11037023,31651673
11037105,57275881
11039706,57289930
11040458,20607397
11042240,57305837
11042350,1607646
11043540,5546836
11043651,31879354
11043970,914838
11044326,1395401
11044453,57049951
11045529,57322543
11046443,17171841
11046598,10573152
11049502,36369973
11057550,16098958
11059197,57398859
11060328,12872352
11061063,30918593
11062438,3419036
11062629,6961443
11063065,6961443
11065341,45896206
11065571,57434801
11065633,19340034
11067934,8243103
11068187,9132107
11068607,57452929
11069190,390251
11069291,57460097
11077282,38068387
11080142,2155213
11083362,30995829
11085352,10994250
11086888,118126
11089123,15231059
11091309,7775937
11095719,38068387
11096801,38120363
11096888,2228137
11097962,24800102
11098018,10199059
11100490,57648603
11100541,48880382
11101754,7872220
11102591,4110759
11105968,16098958
11107261,57697937
11114607,13611255
11117439,57755346
11118296,57762390
11118641,57765248
11120231,15193965
11120851,46980935
11121739,55425653
11123031,10556524
11123966,20794193
11123996,3135272
11128811,42779345
11130697,57843472
11132775,43082746
11136854,21986616
11137382,24839836
11138618,57885166
11138823,57885474
11138910,827235
11139469,45677054
11140165,923791
11141064,49033458
11143891,27087652
11144496,48819868
11144544,7401344
11145050,16098958
11146432,344035
11146878,57944278
11147376,22218564
11147993,57954654
11148990,6980995
11153954,57995737
11156579,2856748
11157167,17259339
11158160,4968801
11162285,4302160
11162475,14713587
11162564,2119276
11162977,58061728
11164047,58070616
11164599,5162894
11164714,58076069
11165881,36574113
11166140,1475015
11167618,58098561
11168007,6032945
11168411,23435560
11173173,2856748
11175261,32124237
11176819,58164974
11178582,6980995
11183567,45595980
11183878,20609201
11185885,1613244
11186765,58234433
11187353,3285470
11187722,2772230
11190303,35672187
11190497,6980995
11190701,1549512
11190831,18833883
11191242,35320932
11192547,58274544
11194693,29510402
11198278,2856748
11199622,2856748
11199645,22123619
11204018,7678663
11206278,15231059
11210604,58388047
11210829,58389790
11211612,57069428
11212414,58405281
11213418,34813079
11216918,58437137
11218995,24880134
11219289,58453451
11221362,58467654
11222221,18284376
11223328,36656552
11224100,683203
11226811,16103591
11227558,58514808
11228502,22420999
11228512,58523861
11228611,20134231
11229663,56878925
11234747,24146326
11236273,219970
11238715,26434803
11239207,33535733
11239248,12317978
11240650,25713263
11242469,17861935
11244921,24058309
11253351,55688014
11254989,58730304
11255694,181201
11257497,56066134
11257690,29182025
11259934,5440411
11261146,58779931
11271036,8145820
11272222,58857198
11272815,1373616
11276229,47481444
11276513,10262436
11279590,22492254
11279820,22292023
11279847,525856
11281365,24258262
11281913,3040512
11282208,1779599
11282348,58931360
11282499,5408649
11282788,3925093
11284520,4592263
11284626,7519175
11291712,25052740
11293006,59007500
11294566,59018284
11295457,7055854
11295918,4671389
11296590,59032240
11298300,4726696
11301136,59066199
11304325,59095370
11304836,6761373
11305815,59105771
11305912,344035
11309973,2856748
11311470,2856748
11315999,5577926
11316570,3530018
11317209,20527254
11319227,51025844
11320246,47625541
11320482,24789838
11321187,59215698
11321484,59215650
11322391,17824959
11322591,1525033
11324531,31860430
11324565,59070885
11325107,3417090
11325635,404629
11326009,13125944
11334160,41616878
11334476,47515751
11334624,35095754
11335874,5650826
11337187,22570120
11337913,3660628
11338529,59345189
11339109,58179165
11339154,10990986
11341650,978580
11343196,5368671
11344203,26082446
11351798,29658310
11352664,26024758
11355476,49621731
11356941,7194539
11357182,6369681
11359026,59499901
11359148,42389158
11359913,53356372
11360407,59509831
11360854,1565924
11362569,59529529
11363349,29392554
11370047,6669178
11370207,12797993
11371099,59595517
11371535,55618434
11371773,22577148
11371974,32974295
11372330,9777215
11373565,59609062
11374387,4275336
11374453,7605261
11375631,58110428
11377233,42626435
11377777,16969920
11378048,4161553
11378564,5120972
11381288,49021868
11387473,17598715
11389037,51425591
11389773,59746634
11391101,59756933
11396225,9585945
11396922,2821175
11397141,31284498
11398939,4218873
11399898,23590752
11401884,59849677
11407817,9290968
11411361,57287881
11411839,18873268
11412104,59916586
11412169,40744172
11412980,59922151
11414971,6705983
11415455,20868549
11419133,6034691
11419512,59913399
11419898,16098958
11420840,45404393
11421477,1746436
11421994,51276298
11422056,59996301
11422779,7505413
11431526,1449155
11431871,60059749
11433561,3395433
11434339,60077790
11434570,5162192
11434848,12925391
11435529,30545042
11435936,16098958
11436132,217922
11437634,25194025
11437792,354385
11438189,4422962
11439208,9896078
11439224,60112093
11440252,1721738
11441498,26104727
11441692,6501137
11442506,24405972
11442670,60145132
11444671,60163700
11450373,2856748
11451070,31500454
11451660,2266717
11452070,17038671
11452547,1621363
11452989,12531773
11453029,22169347
11453784,2119276
11455372,16245414
11456047,60239797
11456592,60244293
11456821,9419684
11457413,16098958
11457547,16589150
11457577,45033175
11458818,16098958
11458973,9419684
11459084,20175896
11459958,60266817
11460993,60278793
11461331,12981247
11461524,16919101
11461798,60281397
11462440,14076492
11462944,46453731
11465084,48870027
11470210,60346942
11474664,15145474
11474808,1524765
11477869,60401178
11478813,60409176
11479334,24031106
11480835,7990995
11481037,60294559
11481639,51278789
11483117,60446325
11484489,10174622
11484596,2856748
11486357,27378293
11486601,4964682
11488593,2856748
11490215,8536366
11490744,24743701
11491051,60500336
11491696,60502606
11493255,60516459
11495721,51646459
11495792,60535622
11495797,60535711
11496210,15145474
11496607,60542135
11496968,831572
11497795,6067526
11497938,60501531
11503335,6502531
11503509,60596749
11505981,60615372
11506248,923791
11509497,60639864
11511431,23901404
11511466,1827164
11511592,17752872
11512962,2119276
11513480,47105925
11514023,50462669
11514756,60688035
11514862,54772069
11521447,19249692
11522815,60753668
11524437,21937063
11526590,576387
11526684,21960625
11526771,15152746
11528951,1141610
11529142,149430
11529406,14406362
11529467,60802539
11530901,42535703
11531130,740029
11531154,27906470
11531322,60817772
11531744,420399
11532023,60821050
