id,reviews_per_month,last_review,number_of_reviews
4403928,0.88,2019/06/15,45
4403972,,,0
4404544,1.23,2019/06/17,53
4404818,,,0
4405156,1.2,2019/06/25,68
4405874,0.37,2019/06/10,12
4407787,1.57,2019/06/02,83
4407790,0.74,2019/06/21,42
4408381,1.85,2019/06/16,102
4409074,0.09,2016/08/24,4
4410626,0.92,2019/06/02,50
4412533,1.1,2019/05/27,56
4415695,0.63,2018/02/10,22
4416667,0.12,2018/07/16,7
4416970,0.17,2016/08/20,8
4417147,0.02,2015/01/02,1
4417912,0.03,2016/08/17,1
4421355,,,0
4421826,,,0
4422017,0.12,2016/01/06,7
4422602,,,0
4423650,2,2019/06/24,114
4423782,0.16,2016/04/12,8
4424261,0.5,2019/05/21,22
4424391,0.07,2018/05/15,4
4424405,0.14,2018/09/05,8
4424511,5.81,2019/06/22,323
4426780,0.36,2019/06/01,20
4426877,0.33,2018/12/25,19
4427442,0.37,2019/01/03,21
4428027,0.09,2016/01/01,5
4428854,1.52,2019/06/19,75
4428906,0.12,2018/08/29,7
4429337,1.82,2019/07/06,19
4430645,,,0
4430657,,,0
4430747,0.09,2019/01/03,5
4430808,3.47,2019/06/17,192
4430819,0.05,2015/08/03,3
4431247,2.61,2019/06/29,126
4431674,0.78,2018/11/06,36
4435766,,,0
4436185,,,0
4436944,0.54,2019/06/10,21
4437053,1.79,2019/06/16,102
4438029,0.5,2019/04/22,28
4438223,0.12,2019/01/02,6
4438459,0.34,2016/09/08,19
4438470,0.19,2017/11/19,9
4438931,,,0
4439602,0.61,2019/07/01,10
4439839,3.14,2019/06/16,179
4440020,0.75,2019/06/03,38
4440181,0.28,2018/11/05,14
4440611,0.08,2016/06/04,4
4440751,0.38,2019/03/11,21
4444204,0.07,2015/10/06,4
4445185,0.2,2018/09/04,11
4446178,0.11,2016/07/08,6
4446862,,,0
4447524,0.16,2018/05/19,9
4447611,,,0
4447904,0.09,2018/08/12,5
4449058,0.47,2019/06/25,26
4449559,0.48,2019/06/02,18
4449611,,,0
4450020,0.11,2018/10/07,1
4452723,0.2,2019/03/04,11
4453233,0.14,2015/10/18,8
4453484,1.87,2019/06/20,103
4454122,1.51,2019/06/18,84
4454400,,,0
4454538,0.16,2015/12/31,9
4455094,3.19,2019/06/28,150
4455301,3.4,2019/07/01,189
4456004,0.09,2016/06/12,4
4456312,0.43,2019/06/30,20
4456555,0.12,2017/01/01,7
4456880,0.07,2016/02/29,4
4457556,0.94,2019/06/17,48
4460838,1.24,2018/04/15,66
4462008,1.81,2019/06/12,97
4462491,0.05,2015/12/08,2
4462553,,,0
4464418,0.16,2015/05/19,9
4464508,0.62,2018/10/28,35
4467771,1.7,2019/06/29,95
4469264,1.93,2019/06/01,108
4469650,2.56,2019/06/23,143
4469679,,,0
4470423,,,0
4471513,3.27,2019/07/05,186
4472904,0.17,2019/05/28,6
4472978,2.94,2019/07/05,136
4473156,2.6,2019/06/22,146
4475128,3.88,2019/06/28,219
4476605,,,0
4476945,0.5,2019/05/19,28
4479556,0.02,2015/01/04,1
4479625,,,0
4479632,2.83,2019/06/12,159
4480308,0.41,2016/10/24,23
4480793,0.44,2019/06/19,24
4481427,0.81,2019/07/01,44
4481474,0.27,2019/07/02,15
4481694,0.08,2017/01/06,4
4482158,0.02,2015/01/04,1
4482584,,,0
4482783,0.12,2017/07/29,6
4483117,0.19,2019/01/10,11
4483517,0.04,2015/04/28,2
4483672,3.72,2019/07/05,211
4484212,0.08,2015/09/16,4
4484620,0.29,2018/03/23,15
4484899,,,0
4485286,0.04,2015/08/03,2
4488882,0.05,2016/09/21,2
4490268,4.15,2019/07/04,190
4491140,,,0
4492303,0.35,2019/05/20,19
4492678,0.04,2015/01/06,2
4492821,0.05,2016/01/05,3
4493474,0.04,2016/01/01,2
4493526,,,0
4493658,0.25,2016/03/24,14
4494217,0.15,2018/12/24,1
4494588,,,0
4494705,0.04,2017/06/27,2
4497294,0.19,2015/10/11,11
4497963,,,0
4498688,0.31,2018/08/27,17
4498927,1.65,2019/06/21,91
4499097,0.37,2019/05/27,17
4499976,0.31,2018/06/15,17
4500272,0.02,2016/01/01,1
4500615,,,0
4500794,0.2,2016/05/06,9
4500897,0.11,2018/08/19,6
4501164,1.15,2017/07/24,64
4502339,,,0
4502545,0.45,2019/01/02,20
4503472,1.38,2019/05/29,58
4504049,0.53,2019/05/28,27
4504353,0.04,2015/11/15,2
4504493,,,0
4507262,0.41,2018/05/02,21
4508885,,,0
4509357,0.47,2017/01/03,22
4509500,0.15,2019/06/14,7
4509560,0.17,2018/08/11,9
4509664,0.13,2016/03/27,6
4512045,0.63,2019/07/01,35
4512093,0.64,2019/05/23,1
4512329,0.05,2016/07/14,3
4513084,0.03,2016/07/30,1
4513190,,,0
4514042,0.34,2019/05/28,4
4516766,1.47,2019/06/07,81
4516939,1.65,2019/05/22,89
4517117,2.59,2019/06/10,146
4517177,1.51,2019/05/28,84
4517848,0.14,2018/08/31,7
4518242,0.05,2016/01/02,3
4519764,,,0
4520113,1.27,2019/06/15,66
4520449,,,0
4520941,0.35,2018/10/29,18
4523324,2.15,2019/06/21,109
4524289,,,0
4525475,,,0
4525589,,,0
4530085,0.05,2016/05/28,2
4530154,2.11,2019/06/21,105
4530160,0.12,2016/06/27,7
4530432,0.14,2018/12/16,7
4531802,,,0
4531990,,,0
4532435,0.27,2018/05/12,15
4532913,5.9,2019/06/20,170
4533010,2.68,2019/06/28,150
4536637,0.07,2018/04/11,4
4537198,0.07,2016/06/11,4
4537297,0.94,2019/06/25,53
4537389,,,0
4537500,0.04,2017/09/29,2
4537520,0.04,2015/01/01,2
4538012,0.38,2018/01/01,21
4538019,2.32,2019/06/21,130
4538238,0.41,2018/10/28,23
4538274,0.38,2019/05/27,18
4538901,,,0
4539483,0.33,2017/08/26,18
4539520,0.12,2019/01/02,6
4539906,,,0
4540852,,,0
4541102,0.44,2019/05/01,23
4541187,0.25,2016/11/23,12
4545882,0.5,2019/05/23,28
4545999,0.96,2019/07/02,22
4546034,0.44,2019/06/30,24
4546721,0.02,2014/12/31,1
4547143,,,0
4547273,0.62,2019/07/01,33
4549155,0.07,2016/08/29,3
4549248,0.05,2015/10/22,3
4549555,1.4,2019/06/26,54
4549557,0.05,2018/07/10,3
4549627,,,0
4549930,1.33,2019/05/27,74
4550015,,,0
4550041,6.31,2019/06/23,356
4550494,0.89,2019/05/05,50
4550557,7.53,2019/06/17,426
4550602,1.4,2019/06/11,77
4550747,0.67,2019/05/19,37
4553528,3.8,2019/07/02,210
4553721,3.81,2019/07/05,194
4554473,0.03,2016/05/17,1
4554577,0.06,2017/08/27,3
4555241,,,0
4555470,0.27,2018/07/31,14
4556564,0.27,2019/06/11,15
4556760,,,0
4557206,0.5,2019/06/05,27
4557370,0.15,2019/06/21,7
4558046,,,0
4559096,3.33,2019/07/07,186
4563401,1.57,2019/06/01,39
4564292,3.42,2017/10/27,193
4564695,1.86,2019/06/01,91
4564840,1.59,2018/06/27,81
4565734,,,0
4566340,,,0
4566571,0.23,2016/04/10,12
4566818,,,0
4566989,0.67,2019/06/02,38
4567433,1.57,2018/08/16,89
4567518,0.43,2019/06/02,10
4567703,,,0
4567765,1.15,2019/06/01,63
4567820,0.14,2018/11/05,6
4571518,0.02,2015/10/09,1
4571925,0.73,2016/06/29,40
4572225,0.21,2015/09/08,12
4573728,2.63,2019/06/30,145
4573897,1.37,2019/06/08,70
4574224,,,0
4574225,0.04,2017/08/26,2
4575364,2.02,2019/06/24,114
4576206,0.49,2019/07/05,27
4576821,0.2,2015/09/22,11
4578471,0.09,2015/08/24,5
4581479,,,0
4581788,,,0
4581942,,,0
4582087,,,0
4582684,1.77,2019/06/29,99
4582781,1.62,2019/06/25,79
4582785,0.33,2017/07/30,18
4585734,2.74,2019/06/20,20
4586330,,,0
4586448,0.43,2019/04/22,24
4586880,3.21,2019/07/04,100
4587321,0.02,2015/01/02,1
4587905,,,0
4588273,0.13,2015/06/18,7
4588678,0.05,2017/08/08,2
4588689,,,0
4589819,2.06,2019/07/07,38
4592475,0.14,2015/06/02,7
4593609,0.76,2019/06/18,42
4593770,0.38,2019/04/08,21
4593939,0.83,2019/06/19,40
4594389,0.27,2019/02/18,12
4594620,,,0
4596378,0.83,2019/03/17,46
4598265,4.4,2019/06/30,242
4600556,0.19,2019/02/28,10
4601325,0.05,2016/02/07,2
4602440,0.04,2015/12/30,2
4603012,0.39,2019/04/30,22
4603954,,,0
4604991,4.44,2019/07/03,224
4605455,,,0
4605840,1.08,2019/06/15,50
4606017,0.37,2019/05/01,20
4606385,0.02,2015/03/17,1
4606473,0.02,2014/12/26,1
4606614,0.38,2018/08/24,10
4606675,0.38,2017/07/27,21
4607923,1.75,2019/05/22,98
4611004,,,0
4611203,0.11,2017/01/01,6
4611256,,,0
4611295,,,0
4612401,,,0
4613154,0.42,2016/06/26,23
4614091,0.09,2019/06/25,5
4614146,0.1,2017/12/25,2
4614435,0.09,2017/09/25,5
4614838,0.13,2019/04/30,7
4615631,1.03,2019/06/10,57
4615887,,,0
4616452,0.03,2016/07/19,1
4616700,0.39,2018/09/05,20
4616865,,,0
4619579,,,0
4620262,0.09,2016/04/26,5
4620505,,,0
4620954,0.02,2015/10/24,1
4620962,,,0
4621213,0.98,2019/07/01,54
4621217,0.13,2018/09/10,7
4621713,0.1,2019/01/24,5
4621923,0.78,2019/07/02,44
4622869,2.24,2019/06/15,122
4623217,0.11,2016/03/02,6
4623622,,,0
4623635,0.05,2019/01/01,3
4623696,0.07,2015/12/29,4
4623771,0.92,2019/05/15,45
4624521,0.23,2019/05/29,8
4624657,0.02,2015/08/30,1
4624874,0.66,2018/10/15,37
4625126,0.37,2018/10/06,14
4628603,1.92,2019/06/06,103
4628804,0.07,2016/10/26,4
4629211,0.87,2019/06/04,48
4629359,0.52,2019/03/20,29
4629599,0.04,2015/08/08,2
4629726,0.02,2016/01/02,1
4629870,0.07,2017/09/03,3
4632542,1.64,2019/05/20,92
4632795,0.24,2017/05/23,12
4632852,0.18,2017/10/16,9
4633258,0.04,2017/12/29,2
4635425,1.04,2017/03/02,57
4636323,,,0
4636643,0.15,2018/03/02,8
4636874,0.16,2018/12/30,9
4637014,0.46,2019/06/30,26
4637053,2.71,2019/07/06,149
4637145,0.13,2018/02/22,4
4637146,4.07,2019/06/21,214
4637858,0.25,2017/09/25,14
4638668,,,0
4638967,0.68,2019/06/15,38
4639015,0.27,2019/06/27,13
4639179,1.67,2017/12/31,86
4639451,,,0
4639746,0.27,2016/06/13,15
4640515,2.88,2019/06/25,40
4641291,0.23,2019/05/19,3
4641406,0.04,2016/01/05,2
4642539,0.24,2018/09/28,13
4642913,0.41,2019/01/05,23
4643192,0.11,2016/05/10,5
4643199,0.09,2018/12/31,3
4643295,0.65,2019/04/29,13
4644632,4.84,2019/07/03,271
4644669,1.15,2019/06/08,64
4644688,0.21,2016/07/12,9
4644828,0.12,2017/01/06,5
4645170,1.06,2019/06/30,59
4645319,3.25,2019/06/23,159
4645824,0.21,2019/04/15,10
4645831,0.38,2017/12/30,21
4649468,0.37,2019/06/20,20
4649627,1.6,2018/12/31,88
4650123,1.13,2019/06/13,42
4650725,0.05,2015/07/03,3
4651354,0.48,2019/04/15,25
4651486,2.42,2019/06/16,56
4652629,0.02,2015/01/03,1
4653508,0.07,2017/12/30,4
4654785,0.08,2017/01/02,4
4656361,0.56,2019/06/29,31
4658293,0.13,2017/06/04,7
4658860,,,0
4659046,0.84,2019/05/10,46
4659285,1.48,2019/06/09,81
4660022,1.18,2019/06/24,66
4660633,0.11,2016/05/23,6
4660939,0.33,2017/01/11,18
4660964,0.33,2018/12/28,18
4661135,0.35,2019/06/30,18
4661662,2.19,2019/06/29,122
4662584,0.08,2018/02/14,4
4662784,2.88,2019/07/03,148
4662889,0.11,2016/08/05,6
4663122,,,0
4663804,0.02,2015/06/17,1
4663807,0.05,2017/01/08,2
4666584,0.79,2019/05/12,41
4666794,0.04,2017/07/01,1
4667046,1.69,2019/06/08,86
4667146,0.11,2018/12/30,5
4667148,0.83,2019/05/12,31
4667707,0.02,2016/01/02,1
4668252,0.31,2019/04/30,15
4671552,0.16,2015/12/27,9
4671712,0.16,2016/07/19,8
4671824,1.09,2019/06/23,56
4672445,1.93,2019/06/08,108
4672452,0.4,2017/09/26,22
4677056,0.02,2015/02/16,1
4677469,,,0
4677654,0.11,2015/09/01,6
4678514,0.1,2017/11/23,5
4678568,3.99,2019/06/17,222
4678742,,,0
4678795,,,0
4679967,0.14,2016/06/07,7
4680299,0.13,2016/09/28,7
4681193,0.17,2019/06/27,3
4681219,1.31,2019/05/19,68
4685448,,,0
4685985,,,0
4686678,0.05,2015/06/08,3
4686821,0.78,2019/05/14,38
4687730,,,0
4687896,0.11,2017/05/31,6
4688418,0.11,2018/08/16,6
4690677,0.2,2016/03/25,11
4691130,2.47,2018/01/04,120
4691649,0.03,2016/06/01,1
4693338,0.05,2016/01/03,3
4694179,0.05,2017/09/15,1
4694480,3.32,2019/07/05,185
4694622,0.81,2019/06/25,41
4694625,0.61,2019/06/15,26
4694688,0.04,2016/01/03,2
4695408,0.05,2015/07/13,3
4697809,0.18,2018/05/26,10
4698079,0.09,2017/01/03,5
4698707,0.08,2018/06/12,1
4699061,,,0
4699123,,,0
4699289,,,0
4699535,0.02,2015/09/28,1
4699963,0.27,2017/05/24,15
4700082,0.36,2017/07/23,19
4700265,,,0
4700565,0.02,2015/08/22,1
4700809,,,0
4700894,0.55,2019/06/23,28
4701270,1.05,2018/12/09,58
4701425,0.46,2019/06/06,25
4701749,0.42,2019/04/01,23
4701802,0.87,2019/06/08,8
4704813,0.16,2017/08/29,8
4705670,1.38,2019/06/26,74
4706957,0.08,2015/08/31,4
4707057,0.02,2014/12/08,1
4707159,0.02,2014/12/27,1
4708314,0.16,2019/03/17,8
4708609,0.44,2016/06/17,24
4708909,,,0
4709252,0.02,2015/09/30,1
4710102,0.8,2016/09/28,44
4710310,,,0
4710315,0.18,2016/10/10,8
4710488,0.05,2016/01/01,3
4711070,0.54,2019/05/26,19
4713896,0.05,2015/02/04,3
4714600,0.02,2015/01/02,1
4714854,0.15,2019/03/10,6
4715740,2.39,2019/06/22,133
4716349,,,0
4716613,0.16,2018/05/21,8
4717237,0.33,2017/09/17,8
4717267,0.02,2016/01/11,1
4717296,1.34,2019/06/20,63
4717440,1.71,2019/06/23,94
4718031,0.16,2018/08/20,7
4718314,0.22,2016/04/14,12
4718436,0.5,2019/06/16,28
4718809,1.25,2016/09/23,67
4719825,0.11,2015/08/09,6
4720086,2.55,2019/07/01,142
4720121,,,0
4720142,,,0
4720326,,,0
4720460,0.59,2019/05/21,31
4720558,,,0
4720719,1.7,2018/12/30,95
4720752,,,0
4720783,0.29,2018/09/09,15
4720789,0.05,2017/10/17,1
4721007,0.02,2015/01/06,1
4724857,,,0
4724943,0.02,2015/01/01,1
4725251,0.29,2019/01/07,16
4725852,0.15,2019/01/09,6
4726749,,,0
4726941,0.25,2018/03/14,6
4727369,0.24,2017/11/22,13
4727731,5,2019/06/27,5
4727889,0.08,2019/04/07,3
4727912,,,0
4728136,0.2,2019/04/22,10
4729374,,,0
4730371,0.19,2019/01/01,9
4730379,,,0
4730857,,,0
4733949,0.09,2016/02/10,5
4734069,,,0
4734170,0.38,2017/04/14,18
4734709,0.1,2016/12/31,5
4735505,0.08,2017/06/02,4
4736480,,,0
4736912,0.02,2015/01/08,1
4737392,1.3,2018/10/16,72
4737830,0.05,2015/07/15,3
4737930,0.02,2015/01/02,1
4738250,,,0
4738406,,,0
4738429,0.49,2019/06/23,15
4738946,0.02,2015/09/14,1
4739407,0.26,2016/02/18,14
4739703,0.34,2015/09/09,19
4742068,0.99,2019/06/22,52
4742102,0.66,2019/07/01,30
4742842,3.15,2019/06/23,111
4743840,1.1,2019/06/23,57
4744276,0.39,2016/08/26,19
4744487,0.52,2019/01/23,29
4744592,0.07,2015/05/30,4
4745012,0.31,2017/08/05,17
4745212,0.02,2016/01/03,1
4745876,0.02,2014/12/31,1
4745879,1.82,2019/06/22,93
4746171,0.2,2017/01/01,11
4747068,0.44,2017/05/08,24
4747624,8.21,2019/07/05,193
4748873,,,0
4750486,4.73,2019/06/09,262
4750578,,,0
4751686,0.1,2018/01/13,4
4752020,,,0
4752249,,,0
4752659,1.51,2018/08/25,73
4753571,0.21,2017/03/31,10
4753639,0.3,2019/04/30,16
4753866,0.08,2015/11/27,4
4753918,,,0
4754646,,,0
4756125,,,0
4756297,0.07,2019/06/30,3
4756551,2.53,2019/06/18,139
4756578,0.39,2019/06/23,16
4756856,,,0
4757212,0.47,2016/07/29,26
4757941,0.04,2015/02/05,2
4758028,0.04,2016/01/06,2
4758601,0.02,2015/08/01,1
4758877,,,0
4758924,0.02,2015/01/03,1
4759361,4.65,2019/07/05,248
4759680,0.2,2019/05/31,10
4759906,0.21,2019/03/04,9
4760076,2.68,2019/06/21,149
4760085,2.7,2019/06/23,132
4760107,0.15,2019/01/08,7
4760504,,,0
4762718,,,0
4763327,0.02,2015/10/20,1
4765123,0.15,2016/09/02,8
4765631,,,0
4765659,0.04,2015/09/09,2
4766198,0.04,2015/06/26,2
4766284,0.33,2019/06/29,15
4766468,0.03,2017/01/02,1
4766582,0.5,2016/11/13,19
4766618,3.39,2019/06/16,186
4766819,,,0
4767139,0.85,2018/11/19,45
4767549,0.03,2016/09/06,1
4767748,2.07,2019/07/02,105
4768030,,,0
4768982,,,0
4771964,0.11,2018/04/27,2
4772857,0.1,2019/04/01,4
4772987,0.34,2019/06/02,17
4773463,,,0
4774041,0.87,2019/06/15,48
4774190,1.99,2019/06/02,103
4774496,2.19,2019/06/17,121
4774629,,,0
4774658,,,0
4774763,0.16,2016/05/28,9
4774924,0.55,2018/10/07,32
4775278,0.02,2016/01/01,1
4775547,2.03,2018/04/13,107
4775737,0.25,2016/12/25,14
4776045,0.15,2019/01/05,8
4776065,1.84,2019/06/11,102
4776107,0.77,2016/09/21,42
4777063,,,0
4777166,0.23,2018/07/11,3
4777236,0.61,2019/06/22,28
4777269,0.48,2019/06/17,23
4777597,,,0
4777745,0.25,2017/01/10,13
4777903,0.05,2016/10/19,2
4778638,0.04,2015/01/10,2
4781069,,,0
4781700,0.45,2019/06/03,24
4782243,0.09,2016/05/22,5
4782252,,,0
4782569,1.06,2019/03/28,47
4782799,0.25,2016/04/26,14
4783057,2.48,2019/06/08,123
4783437,3.26,2019/07/03,125
4783614,0.09,2018/02/12,2
4783738,0.22,2018/11/01,11
4783809,0.49,2019/06/22,27
4784618,,,0
4784741,0.8,2019/07/02,39
4784846,0.15,2017/06/25,8
4784867,0.47,2016/10/12,26
4785105,,,0
4785563,,,0
4785941,0.04,2016/04/13,2
4786030,0.02,2015/01/01,1
4786139,0.04,2015/08/31,2
4786675,0.37,2019/04/19,16
4787201,0.24,2018/08/19,12
4787386,0.77,2016/07/24,41
4787527,2.75,2019/07/02,151
4788812,0.02,2016/02/04,1
4790969,0.92,2019/06/20,50
4791389,0.04,2015/03/22,2
4791542,,,0
4791964,,,0
4792192,,,0
4792219,,,0
4792342,0.9,2019/06/30,49
4792430,0.2,2019/05/23,6
4792529,3.35,2019/06/23,186
4792705,2.62,2019/07/02,145
4794322,0.07,2016/03/27,3
4794512,0.06,2018/08/15,2
4795029,0.02,2015/01/03,1
4795088,,,0
4795390,0.3,2019/05/31,15
4795485,0.24,2019/06/16,11
4795857,0.28,2019/06/30,10
4796070,0.72,2018/09/29,39
4796255,0.08,2018/10/08,3
4798723,0.04,2015/08/11,2
4798794,0.06,2015/10/19,3
4799245,,,0
4799839,4.01,2019/07/03,188
4800921,3.3,2019/06/23,20
4801661,0.68,2016/12/01,37
4802299,0.04,2015/05/24,2
4802374,0.22,2016/07/20,12
4802648,0.21,2016/04/24,11
4803244,,,0
4803623,,,0
4803750,0.48,2019/05/27,22
4804228,0.3,2019/04/27,15
4807244,3.55,2019/06/30,186
4807492,0.11,2018/05/08,5
4807899,0.16,2016/07/16,9
4808065,0.1,2017/04/15,5
4808239,0.06,2016/03/15,3
4808505,1.21,2019/07/07,55
4808745,0.05,2019/05/08,2
4809056,,,0
4809337,,,0
4809346,0.04,2015/08/16,2
4813140,3.42,2019/06/23,125
4813236,,,0
4813259,0.02,2015/07/08,1
4813342,0.11,2018/06/11,4
4813781,0.15,2019/05/31,6
4813832,0.19,2019/03/13,8
4814075,,,0
4814810,2.26,2019/06/05,50
4815028,0.54,2019/07/02,29
4815848,0.41,2018/10/06,21
4815886,0.23,2019/06/16,8
4817139,0.31,2016/12/21,16
4817208,0.04,2015/09/26,2
4820897,0.85,2019/05/06,47
4821218,0.09,2016/01/06,5
4821331,0.03,2016/05/06,1
4821605,0.03,2016/04/02,1
4821786,0.06,2015/09/18,3
4822057,0.13,2016/05/31,7
4822181,0.28,2019/04/23,8
4822324,0.13,2016/07/24,7
4822557,,,0
4822822,0.06,2016/08/29,2
4823105,0.43,2019/06/29,23
4823386,2.1,2019/06/14,58
4823529,2.48,2019/05/23,134
4823682,0.05,2015/12/30,3
4823910,,,0
4823959,,,0
4824052,0.25,2017/07/22,14
4824146,0.02,2015/01/04,1
4824211,0.14,2017/06/08,5
4824310,0.33,2019/05/29,18
4824361,0.21,2018/11/09,3
4824521,2.36,2019/07/01,130
4824808,,,0
4824847,0.11,2015/11/03,5
4824849,,,0
4825359,0.11,2017/01/01,6
4828336,0.72,2019/06/30,33
4829068,,,0
4829088,0.22,2017/05/22,11
4829779,0.03,2016/07/07,1
4830154,,,0
4830158,,,0
4830494,0.3,2019/07/01,16
4830799,1.15,2019/06/14,58
4831603,,,0
4831703,0.06,2015/05/15,3
4831795,,,0
4832126,0.71,2019/06/13,39
4833294,,,0
4833671,0.19,2019/06/30,9
4836986,0.91,2017/06/16,39
4837865,0.71,2019/07/02,34
4837935,,,0
4838260,0.02,2015/05/19,1
4838271,0.07,2018/07/02,2
4838540,0.22,2018/05/14,7
4839016,0.02,2015/01/01,1
4839323,,,0
4839357,,,0
4839805,0.02,2015/06/22,1
4839932,0.15,2019/01/03,8
4840211,,,0
4840381,0.02,2016/03/16,1
4840794,0.12,2017/04/17,6
4840841,,,0
4840977,,,0
4841187,0.13,2017/07/12,7
4841431,0.8,2016/05/08,44
4841843,0.35,2018/11/15,19
4842054,0.24,2016/06/14,13
4842112,0.08,2018/08/31,4
4842507,,,0
4845237,0.18,2018/08/14,8
4846199,0.04,2015/10/12,2
4846449,2.81,2019/06/01,142
4846754,1.99,2019/07/05,23
4846877,0.02,2015/01/04,1
4847312,,,0
4847624,0.02,2015/01/03,1
4847648,0.2,2017/12/28,9
4848500,0.29,2018/04/24,6
4848528,0.12,2017/08/09,6
4849266,,,0
4849703,0.04,2015/09/27,2
4849864,0.1,2016/10/04,5
4850000,,,0
4853011,1.12,2018/10/28,53
4853287,,,0
4853365,0.27,2019/03/24,15
4853437,0.1,2018/09/15,1
4853647,2.33,2019/06/30,129
4853870,,,0
4854552,,,0
4855004,0.46,2019/05/18,24
4855612,0.02,2015/01/02,1
4855835,0.2,2016/10/30,7
4856857,0.27,2018/07/13,4
4857075,0.54,2018/01/01,30
4857619,0.06,2016/01/02,3
4859716,,,0
4859903,0.92,2019/06/08,47
4860430,2.95,2019/06/23,157
4860650,1.34,2019/06/18,73
4860876,1.5,2019/06/17,75
4861046,,,0
4863176,0.11,2016/09/01,5
4863419,3.47,2019/07/02,23
4865377,0.09,2017/10/25,2
4865387,0.07,2016/06/05,3
4865454,0.37,2019/04/28,12
4866426,3.11,2019/06/30,168
4866620,0.93,2019/06/11,51
4866867,0.29,2019/06/02,16
4866875,0.16,2019/01/03,1
4867016,0.12,2019/05/20,6
4867504,0.05,2016/01/02,3
4867749,,,0
4867876,0.18,2017/01/02,10
4868048,,,0
4868150,0.15,2017/09/24,8
4868571,0.08,2019/01/02,2
4869988,2.03,2019/05/27,88
4870239,0.17,2018/11/24,9
4871966,0.16,2016/07/18,9
4873207,,,0
4873690,2.1,2019/05/25,116
4873699,,,0
4874334,,,0
4874519,,,0
4874735,,,0
4877884,3.79,2019/06/18,209
4879530,,,0
4879911,0.04,2015/04/25,2
4880277,2.4,2019/01/01,131
4880542,0.16,2019/01/02,8
4880811,0.94,2016/07/29,49
4880985,0.02,2015/04/01,1
4881017,0.06,2018/10/08,3
4881420,0.83,2019/06/24,40
4884601,,,0
4885240,,,0
4885569,0.58,2018/12/31,28
4885595,0.74,2019/06/28,38
4885673,0.35,2019/07/05,19
4885975,0.5,2018/08/09,27
4886678,0.04,2015/06/02,2
4887250,2.77,2019/06/24,141
4887473,0.2,2019/04/12,11
4887638,2,2019/06/29,2
4887727,0.14,2015/10/21,7
4889948,0.42,2019/04/01,23
4890335,0.35,2018/10/28,19
4891172,,,0
4891441,3.06,2017/09/29,166
4891477,,,0
4891616,0.02,2016/02/01,1
4891701,0.05,2015/01/03,3
4892675,,,0
4896937,,,0
4897673,0.17,2018/08/12,2
4900034,0.15,2018/11/21,8
4901020,,,0
4901269,0.11,2016/11/10,6
4901424,,,0
4901617,0.08,2016/01/03,4
4902025,,,0
4902143,0.46,2019/03/09,15
4902497,0.21,2018/03/31,11
4904582,0.13,2017/06/17,5
4905118,0.26,2018/11/04,14
4905248,0.23,2019/04/18,12
4905337,0.08,2017/05/10,3
4906823,0.02,2015/12/31,1
4906961,0.57,2019/05/13,31
4907206,,,0
4907369,0.15,2017/08/28,8
4907749,,,0
4907861,1.95,2019/06/13,98
4908078,0.82,2019/07/01,42
4908331,0.26,2019/06/20,14
4908634,1.77,2019/04/28,89
4908978,0.11,2017/04/18,5
4909080,0.53,2016/09/02,29
4909427,0.25,2016/01/02,13
4909438,0.02,2015/01/02,1
4916150,0.02,2015/02/20,1
4916323,0.21,2019/04/26,11
4916340,4.63,2019/07/03,171
4917122,0.1,2018/08/30,3
4917217,,,0
4918117,0.17,2015/05/20,9
4920912,,,0
4921548,0.38,2018/12/27,20
4924590,,,0
4925050,4.16,2019/06/23,55
4925368,0.6,2019/06/04,29
4925517,5.78,2019/06/24,318
4926610,0.5,2019/06/28,25
4927853,0.72,2019/06/23,32
4928303,1.78,2019/06/17,91
4929917,0.57,2018/09/03,31
4930306,0.02,2015/02/20,1
4930683,2,2019/01/01,91
4930951,,,0
4931807,0.15,2016/01/09,7
4932075,0.02,2015/09/29,1
4932139,2.96,2018/11/21,163
4932714,0.37,2017/09/30,16
4933043,0.29,2018/12/04,15
4936023,3.1,2019/06/16,168
4936254,0.36,2019/07/07,17
4936694,3.37,2019/06/17,180
4937135,0.11,2017/07/31,5
4941141,0.19,2015/10/27,9
4941771,0.64,2017/12/26,34
4942200,0.8,2019/06/18,36
4942523,1.18,2019/01/01,56
4942985,,,0
4943742,,,0
4946624,0.28,2018/09/09,14
4947174,,,0
4947515,0.6,2019/06/04,32
4948928,0.15,2017/01/17,5
4948953,,,0
4950357,3.89,2019/06/28,203
4950807,3.39,2019/06/21,176
4951402,3.43,2018/01/14,171
4952989,1.26,2019/06/23,44
4956293,2.76,2018/06/14,149
4956469,4.69,2019/07/05,123
4956896,0.81,2019/06/07,38
4957358,4.15,2019/06/26,222
4958223,5.44,2019/06/23,277
4961949,1.12,2019/06/23,57
4963215,0.1,2019/01/02,5
4963237,0.29,2019/05/19,11
4963511,1.08,2019/06/02,15
4965152,0.17,2016/12/16,9
4966559,0.11,2018/10/16,1
4967004,0.08,2017/01/03,4
4967098,0.04,2015/02/23,2
4967114,,,0
4967258,,,0
4968633,1.19,2019/07/02,51
4968798,0.56,2019/04/14,30
4968817,0.87,2019/04/12,45
4970846,2.44,2019/06/28,117
4973452,,,0
4973520,2.06,2019/06/28,99
4974843,3.63,2019/06/21,196
4976848,1.49,2019/06/24,80
4976919,0.06,2015/09/29,3
